"PopDensity","Under18","MeanMaxTemp","MeanMaxRelHum","MeanMinRelHum","MeanMeanAbsHum","Lat","Lat2","looic","p_loo"
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,3331.84344141317,39.4443421928608
TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,3316.78490726505,54.1741894491329
FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,3321.98121564425,50.9073680902664
TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,3321.26329166091,50.8361915910231
FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,3319.24906362772,46.5011349186503
TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,3331.05782573527,50.0337102080784
FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,3335.23969115816,46.052423711612
TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,3335.22901224614,46.3626856782397
FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,3335.45734093295,43.1615428866201
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,3311.37516787246,50.1348594649111
FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,3317.20686602716,46.1980480363624
TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,3316.89756916322,46.8966332829038
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,3318.03721951162,43.5680002747934
TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,3328.93391073231,45.7776514381019
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,3335.85554748294,42.641258465519
TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,3335.08157354897,42.6604763139411
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,3335.10296763563,39.0319683654178
TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,3312.86699816606,50.3378601630059
FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,3318.58709159327,45.7509582692728
TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,3316.72570721099,46.9435773044453
FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,3316.06118403429,42.552610003956
TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3330.87880814525,46.41176945469
FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3338.6961916873,42.4806139111572
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3333.48883778365,43.3434717537275
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3332.98693172794,38.3535712618646
TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3309.71116644845,45.5988541375919
FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3320.0314923216,43.8259986483144
TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3317.85132661587,42.5096863132772
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3318.96455321195,38.8951109953044
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3326.71072057842,42.3128327469916
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3334.6447981303,38.7246488350301
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3333.14215427545,38.8863294402357
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3334.04698900771,35.1637958325927
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,3316.71872778976,53.8964590317794
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,3322.97041919459,51.1511440259672
TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,3320.55365803554,50.3258465489477
FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,3321.38794692061,47.6800957589805
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,3335.5059483715,49.1977917966411
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,3341.13294459311,46.77018460496
TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,3340.72678884821,46.2708536379753
FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,3338.50930988187,42.1331170583569
TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,3315.50572714275,51.3329052315595
FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,3319.21552827572,46.1479691811932
TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,3320.20136029766,47.7513477136246
FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,3318.45087460666,43.1301993303293
TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,3333.2796732736,46.3235301972776
FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,3340.57693214693,42.5891705785778
TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,3339.31792001844,42.8456983807109
FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,3339.98646784147,39.1643734766716
TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,3311.95917545246,49.6986962558467
FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,3319.09569132506,46.8670944894332
TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,3315.3816899975,45.7674302359844
FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,3315.55929102562,42.633319524019
TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3331.35782050835,44.9177680133053
FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3340.10977301754,41.9134282597265
TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3337.89774504978,42.8002819766713
FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3337.67325340849,39.1721450893765
TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,3317.69691531438,45.9741413067392
FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,3324.41387273465,42.2787271712025
TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,3334.60190438571,41.86618792981
FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,3336.47632861827,39.4655410759337
TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,3333.94448742476,41.7106895081478
FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,3342.0539090335,38.9041077384937
TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,3350.12422126981,38.8241986203997
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,3350.56972844365,35.6276700743898
TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,3356.30251595591,50.4514358199589
FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,3364.22244787962,46.5437993651895
TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,3362.13418937357,46.3747068402148
FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,3363.75583248564,42.7952336351392
TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,3374.00697828407,47.2489266515902
FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,3381.90448587818,43.177521133434
TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,3378.05209191415,41.9843622785572
FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,3380.38266495924,38.7580933595448
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,3357.98614253648,45.2734969391368
FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,3367.98094032286,43.2909161357881
TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,3363.17225047591,41.1810125990368
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,3365.30670814602,38.2210143916138
TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,3375.92320071283,41.5513757546517
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,3383.85883685349,37.999090718121
TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,3383.45241030088,38.4241985481275
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,3384.40412891693,34.5332432733609
TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,3355.54035251461,44.8925938191267
FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,3365.66288225334,42.2070705081612
TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,3365.75011799073,42.3756325899524
FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,3366.3418543569,38.482501075006
TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3374.523222722,41.6274446926809
FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3386.27753252483,39.6032430303876
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3382.32213424055,37.2665728213588
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3384.86415851871,34.9672813314462
TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,3355.82520427897,41.8754486035463
FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,3363.22875389859,38.0563751775241
TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,3368.56935899615,38.3110912896727
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,3368.12838054645,34.1074717335245
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3372.2882462604,37.8253864046764
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3381.30198853957,35.0358388239324
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3382.04729021884,33.7719619149486
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3382.77228945162,30.6365807587188
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3315.275474909,55.1332219974196
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3321.09175351745,51.7844497151766
TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3319.59040591309,51.0416064572604
FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3318.64023762813,47.4650643752869
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,3319.04840674633,50.4235625730436
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,3324.54556097289,46.9190944329229
TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,3324.0244998853,46.5669801156486
FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,3323.21358476173,43.2677092003767
TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,3308.20453545297,50.218543364857
FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,3313.59277087238,46.7062585535973
TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,3313.17683799312,46.9861696578288
FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,3314.12016971714,44.1980454123924
TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,3312.21214417352,47.2399925902692
FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,3317.39963756188,43.5338635305701
TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,3316.02165180292,42.8559555692592
FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,3316.50526042892,39.517092779203
TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,3313.34821173096,50.5626779150932
FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,3320.01665072846,47.2788895526666
TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,3315.96731466544,46.4747790846763
FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,3318.15271044956,43.9334734649884
TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,3326.36697278597,46.648051157251
FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,3335.85982498605,43.3228668159728
TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,3330.20816636837,44.0173080146373
FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,3329.36241898687,38.8057640670403
TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,3305.96377486551,45.9894052118591
FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,3313.7172156021,42.795452065475
TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,3309.646557004,42.2951325416338
FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,3311.57719564802,39.4964747649638
TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3320.38445572582,42.2380382055047
FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3328.68490426258,38.8105882428298
TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3321.79225935945,37.8936597591908
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3325.5008287094,35.6881305388721
TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,3311.08067274619,51.3350293856754
FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,3314.83532352284,47.5528625299717
TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,3314.02014297257,46.6933545968247
FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,3313.93395505292,43.5023616762518
TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,3323.7280033696,45.960225400828
FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,3329.94603470807,43.0025367499541
TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,3329.12152793369,42.8120234090914
FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,3328.88378396487,39.8811640276074
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3305.3993183201,46.6339007481635
FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3311.35312332578,42.8089093601539
TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3309.03262782609,42.3598685140364
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3310.98232808404,39.3752389519041
TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,3322.04450844905,42.1968155138027
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,3330.14130278709,39.3225092255239
TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,3328.13622784295,39.1353721604607
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,3329.24516383493,36.2180463559457
TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,3304.8407981402,46.051598122906
FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,3313.5840373667,43.1152434775114
TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,3307.62757177536,41.8671785290501
FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,3310.81227964206,39.62837661622
TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3323.57316599667,42.2448496807079
FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3331.6502297635,38.5289318810428
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3325.53177365286,37.9890905453832
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3327.8108189074,35.1435604683517
TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,3304.97920165497,43.1052576251154
FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,3311.86775698102,39.3146980261061
TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,3311.98127310517,39.2191052673102
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,3314.577186827,36.1886640685203
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3320.11508359394,38.4615474157823
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3329.49401131921,35.5174701801897
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3327.08138465597,35.5369314784759
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3328.86268668537,32.3091279658504
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3311.37549165814,50.753839937163
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3314.45296648072,46.3249417063118
TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3315.97788452362,47.77403591081
FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3311.89602448754,42.3031169685999
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,3329.52542457539,46.1693485932433
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,3333.56233652804,42.2654062801627
TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,3333.08538139355,42.1168311812626
FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,3333.35091767564,39.2451692637098
TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,3306.16373291321,46.3617734607015
FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,3313.9623142963,43.0619337875688
TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,3311.32962056658,42.7938907002343
FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,3312.20219961641,39.3415157984267
TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3325.69147264536,42.2298437995315
FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3333.36176297156,38.7552948112483
TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3332.36216231152,38.9437767743832
FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3333.2141094638,35.6663756362026
TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3308.79569493014,48.1830641833638
FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3313.40703300203,43.913870567032
TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3310.49894273351,42.8222503001759
FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3311.54705261779,39.6830017033854
TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,3327.94776124841,42.9174648185588
FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,3333.6367015887,38.6962602075918
TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,3330.27092051645,38.2386998412577
FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,3333.3798980841,36.273198579603
TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3309.61627792202,41.856228677842
FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3317.86939528507,39.1171504264512
TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3328.47779311829,38.4626163381444
FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3328.48810291655,35.1602773512962
TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3327.22155149918,38.2789748769434
FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3333.8625659042,34.2249485479045
TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3345.12754191541,36.1372230365588
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3343.11910646089,31.8135916895928
TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3348.88268828205,46.6539951646083
FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3358.10160563762,43.1988771901452
TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3355.24638314722,42.5022878323609
FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3358.06704952554,39.8683743803904
TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,3365.33870167692,42.3696644820946
FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,3376.35024993004,40.059673474943
TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,3373.12305878878,39.3994801213735
FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,3373.28657179833,34.7091282962108
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,3351.39522052283,41.63710771893
FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,3359.80127471003,38.4282011529621
TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,3356.76598211107,37.6080294294528
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,3358.96466800665,34.404063728902
TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3370.92894653102,38.7936776803236
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3378.47627112103,34.8582614281331
TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3376.68557452169,34.1486101856125
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3377.71696123015,30.3872001529909
TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3350.76286427548,42.4153338269797
FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3359.9353810101,39.2620281585245
TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3358.7252616605,37.9878419413433
FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3359.40937684434,34.7566713072384
TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3368.05981136909,38.5506589539925
FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3378.03874678308,35.1823299563853
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3375.50215422076,33.2170884809709
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3377.63641343236,31.0897699394728
